ref	pos	stat
cc6m_2244_T7_ecorv	32	0
cc6m_2244_T7_ecorv	33	0
cc6m_2244_T7_ecorv	34	0
cc6m_2244_T7_ecorv	35	0
cc6m_2244_T7_ecorv	36	0
cc6m_2244_T7_ecorv	37	0
cc6m_2244_T7_ecorv	38	0
cc6m_2244_T7_ecorv	39	0
cc6m_2244_T7_ecorv	40	0.14395
cc6m_2244_T7_ecorv	41	0
cc6m_2244_T7_ecorv	42	0.00143
cc6m_2244_T7_ecorv	43	0
cc6m_2244_T7_ecorv	44	0.00283195724143433
cc6m_2244_T7_ecorv	45	0.00850791875536738
cc6m_2244_T7_ecorv	46	0.00845207672496942
cc6m_2244_T7_ecorv	47	0.00281602939854805
cc6m_2244_T7_ecorv	48	0
cc6m_2244_T7_ecorv	49	0.00421405817796906
cc6m_2244_T7_ecorv	50	0.0193097902303641
cc6m_2244_T7_ecorv	51	0.0252135986138496
cc6m_2244_T7_ecorv	52	0.00560425205173463
cc6m_2244_T7_ecorv	53	0.022436952164418
cc6m_2244_T7_ecorv	54	0.0221603365527049
cc6m_2244_T7_ecorv	55	0.211483922508488
cc6m_2244_T7_ecorv	56	0.00561
cc6m_2244_T7_ecorv	57	0.00841008410084101
cc6m_2244_T7_ecorv	58	0.0154084282005193
cc6m_2244_T7_ecorv	59	0.0880408771723353
cc6m_2244_T7_ecorv	60	0.0238066706610745
cc6m_2244_T7_ecorv	61	0.0262089041432688
cc6m_2244_T7_ecorv	62	0.0831012620726432
cc6m_2244_T7_ecorv	63	0.0599774947471146
cc6m_2244_T7_ecorv	64	0.0657393426065739
cc6m_2244_T7_ecorv	65	0.0321250249650489
cc6m_2244_T7_ecorv	66	0.0639973306639973
cc6m_2244_T7_ecorv	67	0.06713
cc6m_2244_T7_ecorv	68	0.013940139401394
cc6m_2244_T7_ecorv	69	0.016706777579165
cc6m_2244_T7_ecorv	70	0.0443823465064938
cc6m_2244_T7_ecorv	71	0.0319907458191645
cc6m_2244_T7_ecorv	72	0.0899269331457821
cc6m_2244_T7_ecorv	73	0.0607762163661032
cc6m_2244_T7_ecorv	74	0.255908574163825
cc6m_2244_T7_ecorv	75	0.194716740294578
cc6m_2244_T7_ecorv	76	0.239557604423956
cc6m_2244_T7_ecorv	77	0.0401641718011963
cc6m_2244_T7_ecorv	78	0.159067305771919
cc6m_2244_T7_ecorv	79	0.136551751647935
cc6m_2244_T7_ecorv	80	0.0960230090250917
cc6m_2244_T7_ecorv	81	0.119998803302884
cc6m_2244_T7_ecorv	82	0.0386326013681964
cc6m_2244_T7_ecorv	83	0.03734
cc6m_2244_T7_ecorv	84	0.0440165882668841
cc6m_2244_T7_ecorv	85	0.0911542071940722
cc6m_2244_T7_ecorv	86	0.00968
cc6m_2244_T7_ecorv	87	0.00691039455157331
cc6m_2244_T7_ecorv	88	0.0218584639730973
cc6m_2244_T7_ecorv	89	0.0397755487138743
cc6m_2244_T7_ecorv	90	0.0327388900428276
cc6m_2244_T7_ecorv	91	0.0458148398538158
cc6m_2244_T7_ecorv	92	0.0151093002586457
cc6m_2244_T7_ecorv	93	0.00961672891409854
cc6m_2244_T7_ecorv	94	0.0407098327020202
cc6m_2244_T7_ecorv	95	0.0301451988766507
cc6m_2244_T7_ecorv	96	0.0531961237983678
cc6m_2244_T7_ecorv	97	0.15522
cc6m_2244_T7_ecorv	98	0.0287708800797806
cc6m_2244_T7_ecorv	99	0.146576913487908
cc6m_2244_T7_ecorv	100	0.03297
cc6m_2244_T7_ecorv	101	0.01923
cc6m_2244_T7_ecorv	102	0.02885
cc6m_2244_T7_ecorv	103	0.043541134288148
cc6m_2244_T7_ecorv	104	0.0425121834305345
cc6m_2244_T7_ecorv	105	0.02473
cc6m_2244_T7_ecorv	106	0.0299730222962787
cc6m_2244_T7_ecorv	107	0.100132818039286
cc6m_2244_T7_ecorv	108	0.0219497094010266
cc6m_2244_T7_ecorv	109	0.01235
cc6m_2244_T7_ecorv	110	0.014967472811243
cc6m_2244_T7_ecorv	111	0.0326119299359267
cc6m_2244_T7_ecorv	112	0.0416148155406399
cc6m_2244_T7_ecorv	113	0.0747593510020147
cc6m_2244_T7_ecorv	114	0.349252603208386
cc6m_2244_T7_ecorv	115	0.192102179051705
cc6m_2244_T7_ecorv	116	0.0708440100907773
cc6m_2244_T7_ecorv	117	0.10150101501015
cc6m_2244_T7_ecorv	118	0.181196937237166
cc6m_2244_T7_ecorv	119	0.168266741026969
cc6m_2244_T7_ecorv	120	0.0422307195709391
cc6m_2244_T7_ecorv	121	0.0533532784841685
cc6m_2244_T7_ecorv	122	0.0231708164907088
cc6m_2244_T7_ecorv	123	0.0217708261011872
cc6m_2244_T7_ecorv	124	0.0123430899667456
cc6m_2244_T7_ecorv	125	0.00685061465791865
cc6m_2244_T7_ecorv	126	0.00410309524757997
cc6m_2244_T7_ecorv	127	0
cc6m_2244_T7_ecorv	128	0.0420538365743845
cc6m_2244_T7_ecorv	129	0.00823
cc6m_2244_T7_ecorv	130	0.0257075494964043
cc6m_2244_T7_ecorv	131	0.25102652093706
cc6m_2244_T7_ecorv	132	0.238902861481517
cc6m_2244_T7_ecorv	133	0.141700841787179
cc6m_2244_T7_ecorv	134	0.260163722872932
cc6m_2244_T7_ecorv	135	0.254799301919721
cc6m_2244_T7_ecorv	136	0.122085785705038
cc6m_2244_T7_ecorv	137	0.128341259827235
cc6m_2244_T7_ecorv	138	0.0753448498771768
cc6m_2244_T7_ecorv	139	0.00825991740082599
cc6m_2244_T7_ecorv	140	0.0244572196210909
cc6m_2244_T7_ecorv	141	0.0521185975213957
cc6m_2244_T7_ecorv	142	0.0261
cc6m_2244_T7_ecorv	143	0.0163453146076331
cc6m_2244_T7_ecorv	144	0.0285751074661754
cc6m_2244_T7_ecorv	145	0.089674477492359
cc6m_2244_T7_ecorv	146	0.0644716738068846
cc6m_2244_T7_ecorv	147	0.0384073818868151
cc6m_2244_T7_ecorv	148	0.0615851759576456
cc6m_2244_T7_ecorv	149	0.127403822214255
cc6m_2244_T7_ecorv	150	0.02063
cc6m_2244_T7_ecorv	151	0.0192071802543007
cc6m_2244_T7_ecorv	152	0.0232521133764296
cc6m_2244_T7_ecorv	153	0.0137122911992022
cc6m_2244_T7_ecorv	154	0.0430719855970098
cc6m_2244_T7_ecorv	155	0.100945848234351
cc6m_2244_T7_ecorv	156	0.0971307690015791
cc6m_2244_T7_ecorv	157	0.253726618989683
cc6m_2244_T7_ecorv	158	0.0760310875888046
cc6m_2244_T7_ecorv	159	0.11479557990106
cc6m_2244_T7_ecorv	160	0.241377611351991
cc6m_2244_T7_ecorv	161	0.0665753372528873
cc6m_2244_T7_ecorv	162	0.160261772376126
cc6m_2244_T7_ecorv	163	0.0254359158727305
cc6m_2244_T7_ecorv	164	0.030828689555995
cc6m_2244_T7_ecorv	165	0.0344769742360104
cc6m_2244_T7_ecorv	166	0.01879
cc6m_2244_T7_ecorv	167	0.0252963642676455
cc6m_2244_T7_ecorv	168	0.0548734877876071
cc6m_2244_T7_ecorv	169	0.0133641839869151
cc6m_2244_T7_ecorv	170	0.00938
cc6m_2244_T7_ecorv	171	0.01072
cc6m_2244_T7_ecorv	172	0.00669103401442068
cc6m_2244_T7_ecorv	173	0.01072
cc6m_2244_T7_ecorv	174	0.00535282721153654
cc6m_2244_T7_ecorv	175	0.01203
cc6m_2244_T7_ecorv	176	0.0213330407811144
cc6m_2244_T7_ecorv	177	0.0226995825593704
cc6m_2244_T7_ecorv	178	0.0254
cc6m_2244_T7_ecorv	179	0.0293719248620545
cc6m_2244_T7_ecorv	180	0.0334204332389197
cc6m_2244_T7_ecorv	181	0.0574092149558774
cc6m_2244_T7_ecorv	182	0.0414943975073402
cc6m_2244_T7_ecorv	183	0.0306763742119259
cc6m_2244_T7_ecorv	184	0.0293420449791837
cc6m_2244_T7_ecorv	185	0.0387258275239605
cc6m_2244_T7_ecorv	186	0.026779732202678
cc6m_2244_T7_ecorv	187	0.0227595022669623
cc6m_2244_T7_ecorv	188	0.0160239513810836
cc6m_2244_T7_ecorv	189	0.02685
cc6m_2244_T7_ecorv	190	0.02413
cc6m_2244_T7_ecorv	191	0.0227595022669623
cc6m_2244_T7_ecorv	192	0.0107654666200629
cc6m_2244_T7_ecorv	193	0.01211
cc6m_2244_T7_ecorv	194	0.0160304737719229
cc6m_2244_T7_ecorv	195	0.02960029600296
cc6m_2244_T7_ecorv	196	0.0252681150817207
cc6m_2244_T7_ecorv	197	0.0147503216348024
cc6m_2244_T7_ecorv	198	0.0614453964579909
cc6m_2244_T7_ecorv	199	0.0744715770627145
cc6m_2244_T7_ecorv	200	0.0225188234013713
cc6m_2244_T7_ecorv	201	0.0160386685708008
cc6m_2244_T7_ecorv	202	0.0185267746569574
cc6m_2244_T7_ecorv	203	0.00401
cc6m_2244_T7_ecorv	204	0.0438173004331068
cc6m_2244_T7_ecorv	205	0.0213414025206224
cc6m_2244_T7_ecorv	206	0.0324695537138633
cc6m_2244_T7_ecorv	207	0.0464817872560527
cc6m_2244_T7_ecorv	208	0.141376362470613
cc6m_2244_T7_ecorv	209	0.0638340255575144
cc6m_2244_T7_ecorv	210	0.111844889523153
cc6m_2244_T7_ecorv	211	0.0397439449105588
cc6m_2244_T7_ecorv	212	0.0838860243150787
cc6m_2244_T7_ecorv	213	0.111553705708808
cc6m_2244_T7_ecorv	214	0.00535
cc6m_2244_T7_ecorv	215	0.00400463379072043
cc6m_2244_T7_ecorv	216	0.00534005340053401
cc6m_2244_T7_ecorv	217	0.00535
cc6m_2244_T7_ecorv	218	0.00799864362153051
cc6m_2244_T7_ecorv	219	0.0514176385190028
cc6m_2244_T7_ecorv	220	0.0329936732562036
cc6m_2244_T7_ecorv	221	0.0925942394150487
cc6m_2244_T7_ecorv	222	0.00935746100225698
cc6m_2244_T7_ecorv	223	0.0210259732610872
cc6m_2244_T7_ecorv	224	0.0307077033550086
cc6m_2244_T7_ecorv	225	0.0186154625555037
cc6m_2244_T7_ecorv	226	0.0146809824505488
cc6m_2244_T7_ecorv	227	0.0107056544230731
cc6m_2244_T7_ecorv	228	0.04953
cc6m_2244_T7_ecorv	229	0.00402
cc6m_2244_T7_ecorv	230	0.0173968621733095
cc6m_2244_T7_ecorv	231	0.00535282721153654
cc6m_2244_T7_ecorv	232	0.0534783390257055
cc6m_2244_T7_ecorv	233	0.05607
cc6m_2244_T7_ecorv	234	0.0524334206235486
cc6m_2244_T7_ecorv	235	0.0197652442057097
cc6m_2244_T7_ecorv	236	0.0303798985339352
cc6m_2244_T7_ecorv	237	0.0290915990892023
cc6m_2244_T7_ecorv	238	0.0249714767597599
cc6m_2244_T7_ecorv	239	0.0419907457865586
cc6m_2244_T7_ecorv	240	0.10263304099369
cc6m_2244_T7_ecorv	241	0.152260935465692
cc6m_2244_T7_ecorv	242	0.167307132459971
cc6m_2244_T7_ecorv	243	0.129807356216232
cc6m_2244_T7_ecorv	244	0.127160481514357
cc6m_2244_T7_ecorv	245	0.137711145783868
cc6m_2244_T7_ecorv	246	0.14659613524663
cc6m_2244_T7_ecorv	247	0.110820051042519
cc6m_2244_T7_ecorv	248	0.103676806159097
cc6m_2244_T7_ecorv	249	0.0922329130062352
cc6m_2244_T7_ecorv	250	0.0473072987552279
cc6m_2244_T7_ecorv	251	0.130958690413096
cc6m_2244_T7_ecorv	252	0.08983
cc6m_2244_T7_ecorv	253	0.0184656253745057
cc6m_2244_T7_ecorv	254	0.00394438025419339
cc6m_2244_T7_ecorv	255	0.0275910154888192
cc6m_2244_T7_ecorv	256	0.00792
cc6m_2244_T7_ecorv	257	0.041948511857393
cc6m_2244_T7_ecorv	258	0.0302301922923482
cc6m_2244_T7_ecorv	259	0.04348
cc6m_2244_T7_ecorv	260	0.0406793166990388
cc6m_2244_T7_ecorv	261	0.0652774887785738
cc6m_2244_T7_ecorv	262	0.0522963359823794
cc6m_2244_T7_ecorv	263	0.133083240587942
